,"National Assessment and Accreditation Council, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Colleges accredited by NAAC having valid accreditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sr. No.,Name of the College,State,CGPA,Grade,Accreditation valid up to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3866,"SHRI GAJANAN MAHARAJ SHIKSHAN PRASARAK MANDAL'S SHARADCHANDRA PAWAR COLLEGE OF PHARMACY, At Dumbarwadi Post Khamundi Tal Junnar Nagar Kalyan National Highway 61 Dist Pune,OTUR PUNE,Maharashtra,410504 (First Cycle)",Maharashtra,2.49,B,22-02-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3867,"ARTS AND COMMERCE COLLEGE, BORI ARAB, AT POST BORI ARAB TQ DARWHA DIST YAVATMAL 445201,Bori Arab TQ Darwha Dist Yavatmal,Maharashtra,445201 (First Cycle)",Maharashtra,2.13,B,22-02-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3868,"BABA NAIK MAHAVIDYALAYA,At and Post - Kokrud, Tal- Shirala, Dist- Sangli,Kokrud,Maharashtra,415405 (Second Cycle)",Maharashtra,2.43,B,07-04-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3869,"BHOGAWATI MAHAVIDYALAYA, KURUKALI,AT POST- KURUKALI, TAL-KARVEER, DIST- KOLHAPUR,KOLHAPUR,Maharashtra,416001 (Third Cycle)",Maharashtra,3.05,A,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3870,"TUKARAM KRISHNAJI KOLEKAR ARTS AND COMMERCE COLLEGE.,Ajara Road , Nesari Tal-Gadhinglaj Dist-Kolhapur . Pin-416504,NESARI,Maharashtra,416504 (Third Cycle)",Maharashtra,2.37,B,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3871,"SHRI VASANTRAO NAIK ARTS AND AMARSINGH NAIK COMMERCE COLLEGE,Near Bus Stand, Washim - Karanja Road, Mangrulpir - 444403 Dist. Washim,Mangrulpir,Maharashtra,444403 (First Cycle) (First Cycle)",Maharashtra,2.02,B,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3872,"SHRIRAM INSTITUTE OF INFORMATION TECHNOLOGY,A/P-Paniv Tal-Malshiras Dist- Solapur State-Maharashtra,Paniv,Maharashtra,413113 (First Cycle) (First Cycle)",Maharashtra,2.34,B,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3873,"CHANDA SHIKSHAN PRASARAK MANDAL'S, JANATA MAHAVIDYALAYA,Civil Lines, Nagpur Road,Chandrapur,Maharashtra,442401 (Third Cycle)",Maharashtra,2.95,B++,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3874,"AJINTHA EDUCATION SOCIETY'S PANDIT JAWAHARLAL NEHRU MAHAVIDYALAYA,Shivaji Nagar (E), Garkheda Parisar, CIDCO,Aurangabad,Maharashtra,431009 (Second Cycle)",Maharashtra,2.29,B,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3875,"THE NEW COLLEGE, KOLHAPUR,A Ward Shivaji Peth Kolhapur,Kolhapur,Maharashtra,416012 (Third Cycle)",Maharashtra,3.32,A+,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3876,"ARIHANT COLLEGE OF ARTS, COMMERCE AND SCIENCE, CAMP, PUNE,Solapur Bazar Road, Near Pulgate Bus Stand, Camp, Pune- 411001.,Pune,Maharashtra,411001 (First Cycle)",Maharashtra,2.07,B,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3877,"KARACHI MAHARASHTRIYA SHIKSHAN PRASARAK MANDAL'S SANT RAWOOL MAHARAJ MAHAVIDYALAYA,S. N. Desai Chowk, Udyamanagar, Kudal,Kudal Sindhudurg,Maharashtra,416520 (Third Cycle)",Maharashtra,2.59,B+,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3878,"DR. VASANTRAO PAWAR MEDICAL COLLEGE, HOSPITAL AND RESEARCH CENTRE, NASHIK,Vasantdada Nagar, Adgaon, Nashik,Nashik,Maharashtra,422003 (First Cycle)",Maharashtra,2.81,B++,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3879,"SIDDHIVINAYAK TECHNICAL CAMPUS,Gat No. 133,134,140
 Shegaon-Khamgaon Road,
 Shirasgaon Nile, Tq-Shegaon, Shegaon Buldhana,Shegaon,Maharashtra,444203 (First Cycle)",Maharashtra,2.3,B,15-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3880,"HON. SHRI.ANNASAHEB DANGE AYURVED MEDICAL COLLEGE,ASHTA,SANGLI,A/P ASHTA,TALUKA WALWA,DIST SANGLI,SANGLI,Maharashtra,416301 (First Cycle)",Maharashtra,2.59,B+,15-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3881,"LATE UDHAVRAO TULSHIRAM JADHAVAR FOUNDATIONS PRIN. DR. SUDHAKRRAO JADHAVAR ARTS, COMMERCE AND SCIENCE COLLEGE,Prin. Dr. Sudhakrrao Jadhavar Arts, Commerce and Science College, Near Ram Mandir, Pari-Company Road, Narhe, Pune-41.,Pune,Maharashtra,411041 (First Cycle)",Maharashtra,2.05,B,15-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3882,"ARTS AND COMMERCE COLLEGE PUSEGAON,AT POST PUSEGAON, TAL. KHATAV, DIST. SATARA,PUSEGAON,Maharashtra,415502 (Third Cycle)",Maharashtra,2.98,B++,15-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3883,"G. H. RAISONI COLLEGE OF ARTS, COMMERCE AND SCIENCE,Gat No 1200, Domkhel Road, New Wagholi, Tah- Haveli, Pune 412207,Wagholi Pune,Maharashtra,412207 (First Cycle)",Maharashtra,3.22,A,15-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3884,"SIR VITHALDAS THACKERSEY COLLEGE OF HOME SCIENCE (AUTONOMOUS), S.N.D.T. WOMENS UNIVERSITY, JUHU TARA ROAD, SANTACRUZ (WEST),Mumbai,Maharashtra,400049 (Fourth Cycle)",Maharashtra,3.13,A,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3885,"DNYANESHWAR GRAMONNATI MANDAL'S HON. BALASAHEB JADHAV ARTS, COMMERCE & SCIENCE COLLEGE,At. Post - Ale , Tal- Junnar , Dist- Pune,Ale,Maharashtra,412411 (Third Cycle)",Maharashtra,2.75,B+,16-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3886,"DR.(SOW.) INDIRABAI BHASKARRAO PATHAK MAHILA KALA MAHAVIDYALAYA, AURANGABAD,Dr.Sow.I.B.P.Mahila College, M.P.LAW COLLEGE CAMPUS, SAMARTH NAGAR, NIRALA BAZAR, AURANGABAD,Aurangabad,Maharashtra,431001 (Third Cycle)",Maharashtra,2.34,B,16-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3887,"ALARD COLLEGE OF PHARMACY,Sr. No. 50, Marunje, Near Rajiv Gandhi IT Park, Hinjewadi,Pune,Maharashtra,411057 (First Cycle)",Maharashtra,2.66,B+,16-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3888,"LOKMANYA MAHAVIDYALAYA SONKHED,Lokmanya Mahavidyalaya, Sonkhed, Tq. Loha, Dist. Nanded,Nanded,Maharashtra,431708 (First Cycle)",Maharashtra,2.09,B,16-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3889,"K.M.AGRAWAL COLLEGE OF ARTS COMMERCE AND  SCIENCE KALYAN,K.M. AGRAWAL COLLEGE
 PADGHA ROAD, GANDHARE,Kalyan,Maharashtra,421301 (Third Cycle)",Maharashtra,2.78,B++,16-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3890,"MAHATMA JYOTIBA FULE MAHAVIDYALAYA,MAHATMA JYOTIBA FULE MAHAVIDYALYA , COLLEGE ROAD,PARVATI NAGAR NO.2,AMRAVATI,AMRAVATI,Maharashtra,444607 (Second Cycle)",Maharashtra,3.07,A,16-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3891,"DR. VITHALRAO VIKHE PATIL FOUNDATION'S COLLEGE OF PHYSIOTHERAPY, AHMEDNAGAR (MH),DVVPFs  College of Physiotherapy, Opp. Govt. Milk Diary, Viladghat, P/O-MIDC, Ahmednagar,Ahmednagar,Maharashtra,414111 (Second Cycle)",Maharashtra,3.02,A,16-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3892,"SHRI SANT TUKARAM SHIKSHAN PRASARAK MANDAL'S ARTS,COMMERCE AND BBA COLLEGE VADGAON MAVAL.,A/P VADGAON MAVAL NEAR TAHSILDAR OFFICE TAL- MAVAL DIST- PUNE 412106,VADGAON MAVAL PUNE,Maharashtra,412106 (First Cycle)",Maharashtra,1.88,C,09-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3893,"SHRI RAMDEOBABA COLLEGE OF ENGINEERING AND MANAGEMENT, NAGPUR,Shri Ramdeobaba College of Engineering and Management
 Ramdeo Tekdi, Katol Road, Nagpur,Nagpur,Maharashtra,440013 (Second Cycle)",Maharashtra,3.35,A+,27-02-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3894,"HUTATMA RAJGURU MAHAVIDYALAYA,At/Post Rajgurunagar, Tal. Khed, Dist Pune 410505,Rajgurunagar,Maharashtra,410505 (Third Cycle)",Maharashtra,2.83,B++,09-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3895,"CHINCHANI TARAPUR EDUCATION SOCIETY'S SHRI PURSHOTTAMDAS LALDAS SHROFF COLLEGE OF ARTS AND COMMERCE,At. Po. Chinchani
 Tal. Dahanu, Dist. Palghar,CHINCHANI,Maharashtra,401503 (Third Cycle)",Maharashtra,2.5,B,09-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3896,"SINHGAD TECHNICAL EDUCATION SOCIETY'S SMT.KASHIBAI NAVALE COLLEGE OF COMMERCE,Sinhgad Technical Education Societys
 Smt.Kashibai Navale College of Commerce,
 19/15, Smt. Khilare Marg,Off Karve Road, Erandwane,PUNE,Maharashtra,411004 (First Cycle)",Maharashtra,2.27,B,09-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3897,"SHRI DNYANESH MAHAVIDYALAYA,Nawargaon, Tah. Sindewahi, Dist. Chandrapur,Nawargaon,Maharashtra,441223 (Third Cycle)",Maharashtra,3.07,A,09-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3898,"SHIVRAMJI MOGHE ARTS, COMMERCE AND SCIENCE COLLEGE, KELAPUR (PANDHARKAWADA),Chalbardi Road, Pandharkawada.,Pandharkawada,Maharashtra,445302 (First Cycle)",Maharashtra,2.43,B,09-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3899,"SIES (NERUL) COLLEGE OF ARTS, SCIENCE AND COMMERCE,Sri Chandrasekarendra Saraswati Vidyapuram Plot 1C, Sector V, Nerul East,Navi Mumbai,Maharashtra,400706 (Third Cycle)",Maharashtra,3.01,A,09-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3900,"ARTS AND COMMERCE COLLEGE MADHA, DIST-SOLAPUR,Solapur Road, Opposite to Spinning Mill, 
 Tal- Madha, Dist- Solapur.
 Pin- 413209,At Post Madha    Dist Solapur,Maharashtra,413209 (Third Cycle)",Maharashtra,3.26,A+,09-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3901,"DEOGIRI INSTITUTE OF ENGINEERING AND MANAGEMENT STUDIES,Deogiri Campus, Railway Station Road,AURANGABAD,Maharashtra,431001 (First Cycle, Re-assessment)",Maharashtra,3.1,A,09-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3902,"N. K. P. SALVE INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTER AND LATA MANGESHKAR HOSPITAL, NAGPUR,Digdoh Hills, Hingna Road,Nagpur,Maharashtra,440019 (First Cycle)",Maharashtra,2.5,B,09-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3903,"SHIVSAGAR  SEVABHAVI SHIKSHAN PRASARAK MANDAL AURANGABAD'S KALA MAHAVIDYALAYA,AT PO NANDUR GHAT TQ KAIJ DIST BEED MAHA-431126,Nandur Ghat,Maharashtra,431126 (First Cycle)",Maharashtra,2.14,B,09-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3904,"BALAJI COLLEGE OF ARTS, COMMERCE AND SCIENCE,Sr. No. 3/ 1 to 4 Tathawade, Aundh Ravet road, Pune,Pune,Maharashtra,411033 (First Cycle)",Maharashtra,2.15,B,02-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3905,"PROGRESSIVE EDUCATION SOCIETY'S INSTITUTE OF MANAGEMENT AND CAREER DEVELOPMENT,Sector 21, Modern Educational Campus, Yamunanagar, Nigdi, Pune,Pune,Maharashtra,411044 (Second Cycle)",Maharashtra,3.02,A,02-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3906,"KEWALRAMJI HARDE MAHAVIDYALAYA CHAMORSHI,Mul Road, Chamorshi Tah. Chamorshi Dist. Gadchiroli,Chamorshi Dist Gadchiroli,Maharashtra,442603 (First Cycle)",Maharashtra,1.77,C,02-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3907,"DHANWATE NATIONAL COLLEGE,Hump Yard Road, Congress Nagar,NAGPUR,Maharashtra,440012 (Third Cycle)",Maharashtra,2.53,B+,02-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3908,"JAYAWANT SHIKSHAN PRASARAK MANDAL'S CHARAK COLLEGE OF PHARMACY AND RESEARCH,Gat No. 720/1 and 2, Wagholi, Haveli,,PUNE,Maharashtra,412207 (First Cycle)",Maharashtra,2.97,B++,02-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3909,"KOHINOOR BUSINESS SCHOOL,Kohinoor Business School, Kohinoor Education Complex, Kirol Road, Off LBS Marg, Kurla (W),Mumbai,Maharashtra,400070 (First Cycle)",Maharashtra,2.8,B++,02-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3910,"LATE NARAYANRAO AMRUTRAO DESHMUKH ARTS AND COMMERCE COLLEGE, CHANDUR BAZAR DISTT. AMRAVATI, MAHARASHTRA,Nangliya Nagar, Chandur Bazar Distt. Amravati,Chandur Bazar,Maharashtra,444704 (Second Cycle)",Maharashtra,2.31,B,06-09-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3911,"GOVERNMENT COLLEGE OF ENGINEERING,AMRAVATI,Kathora Naka, V. M. V. Road, Amravati,Amravati,Maharashtra,444604 (First Cycle)",Maharashtra,2.68,B+,06-09-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3912,"SANJEEVANEE MAHAVIDYALAYA,At Post- Chapoli, Tq.- Chakur, Dist.- Latur, Maharashtra,Chapoli,Maharashtra,413513 (Second Cycle)",Maharashtra,2.6,B+,06-09-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3913,"MARATHA VIDYA PRASARAK SAMAJS ARTS AND COMMERCE COLLEGE, VADNER BHAIRAV,MARATHA VIDYA PRASARAK SAMAJS, ARTS AND COMMERCE COLLEGE, VADNER BHAIRAV, TAL- CHANDWAD, DIST - NASHIK,Vadner Bhairav,Maharashtra,423111 (First Cycle)",Maharashtra,2.7,B+,06-09-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3914,"K.M.E. SOCIETY'S G.M MOMIN WOMEN'S COLLEGE,K.M.E. Societys G. M Momin Womens College, Rais High School Campus, Thane Road ,Bhiwandi Dist Thane.,Bhiwandi,Maharashtra,421302 (Third Cycle)",Maharashtra,2.84,B++,06-09-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3915,"ROYAL EDUCATION SOCIETY'S COLLEGE OF COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,COLLEGE OF COMPUTER SCIENCE AND INFORMATION TECHNOLOGY (COCSIT),
 COCSIT CAMPUS, AMBAJOGAI ROAD,LATUR,Maharashtra,413512 (Second Cycle)",Maharashtra,2.68,B+,06-09-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3916,"VIDYA BHARATI MAHAVIDYALAYA, AMRAVATI,C. K. Naidu Road, Camp, Amravati, Maharashtra,Amravati,Maharashtra,444602 (Third Cycle)",Maharashtra,3.23,A,06-09-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3917,"JIJAMATA ARTS COLLEGE,Agriculture College Campus Arni Road , Darwha Tq.Darwha Dist-Yavatmal,Darwha Dist Yavatmal,Maharashtra,445202 (First Cycle)",Maharashtra,1.96,C,06-09-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3918,"RAYAT SHIKSHAN SANSTHA'S, SHRIPATRAO KADAM MAHAVIDYALAYA, SHIRWAL TAL- KHANDALA, DIST. SATARA (MAHARASHTRA),A/p- Shirwal, Tal- Khandala, Dist. Satara
 Near Pandharpur Phata,Shirwal,Maharashtra,412801 (Third Cycle)",Maharashtra,2.98,B++,06-09-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3919,"JOG EDUCATIONAL TRUST'S P.JOG COLLEGE OF SCIENCE AND COMMERCE,S.No.14/129/130/13, Mayur Colony,Kothrud, Pune - 411038,Kothrud Pune,Maharashtra,411038 (First Cycle)",Maharashtra,2.04,B,06-09-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3920,"SHIKSHAK SANCHALIT SHIKSHAN SANSTHA'S DR. SHANTILAL DHANJI DEVSEY ARTS COLLEGE AND COMMERCE AND SCIENCE COLLEGE, WADA,Kolekarpada, Near Swami Vivekanand Vidyalaya,  At. Post. Wada, District. Palghar (MS)- 421 303,Wada,Maharashtra,421303 (Second Cycle)",Maharashtra,2.45,B,06-09-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3921,"INDIAN NAVAL SHIP HAMLA,Indian Naval Ship Hamla,
 Marve Road
 Malad (West),Mumbai,Maharashtra,400095 (First Cycle)",Maharashtra,2.79,B++,30-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3922,"JEEVAN REKHA PRATISTHAN'S MAHILA B. C. A. MAHAVIDYALAYA,PLOT NO E-51,
 BEHIND FORD SHOWROOM,
 M.I.D.C.,
 Latur,LATUR,Maharashtra,413531 (First Cycle)",Maharashtra,2.03,B,30-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3923,"SAVITRIBAI PHULE MAHILA MAHAVIDYALAYA WASHIM,RISOD ROAD LAKHALA WASHIM,WASHIM,Maharashtra,444505 (Second Cycle)",Maharashtra,1.74,C,30-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3924,"MODEL ENGLISH EDUCATION SOCIETY'S SHARDA MAHAVIDYALAYA (ARTS & SCIENCE),SHARDA MAHAVIDYALAYA (ARTS AND SCIENCE),PARBHANI
  NEAR CIVIL HOSPITAL, SUBHASH ROAD, PARBHANI-431 401,PARBHANI,Maharashtra,431401 (Second Cycle)",Maharashtra,2.04,B,30-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3925,"PUNE DISTRICT EDUCATION ASSOCIATION'S, MAMASAHEB MOHOL COLLEGE (ARTS, COMMERCE AND SCIENCE), PAUD ROAD, PUNE,Erandawane Paud Road Pune,Pune,Maharashtra,411038 (Third Cycle)",Maharashtra,2.73,B+,30-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3926,"SHRIMATI NARSAMMA ARTS, COMMERCE AND SCIENCE COLLEGE, KIRAN NAGAR, AMRAVATI,Narsamma Campus, Kiran Nagar,AMRAVATI,Maharashtra,444606 (Second Cycle)",Maharashtra,2.58,B+,30-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3927,"GRAM VIKAS SANSTHA'S ARTS COLLEGE,Bamkhede T.T. Talluka- Shahada ,District-Nandurbar,SHAHADA,Maharashtra,425423 (Third Cycle)",Maharashtra,2.81,B++,30-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
